Device;Device serial;ID;Date/Time;Value;Unit;Mode;Value2;Unit2;Mode2;Measurement;Calibration;Additional;Sensor;Sensor serial;User
Multi 3620 IDS; 22490970;4;11.08.2024 09:21:33;22.0;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:21:38;18.2;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:21:43;15.5;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:21:48;12.8;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:21:53;11.4;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:21:58;9.8;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:22:03;8.2;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:22:08;7.3;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:22:13;6.6;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:22:18;5.5;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:22:28;4.4;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:22:33;4.0;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:22:38;3.8;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:22:43;3.5;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:22:48;3.2;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:22:53;3.0;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:22:58;2.8;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:23:03;2.7;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:23:08;2.5;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:23:13;2.4;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:23:18;2.3;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:23:23;2.3;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:23:28;2.2;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:23:33;2.1;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:23:38;2.1;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:23:43;2.0;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:23:48;2.0;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:23:53;1.9;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:23:58;1.9;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:24:03;1.9;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:24:08;1.8;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:24:13;1.8;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:24:18;1.8;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:24:23;1.8;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:24:28;1.7;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:24:33;1.7;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:24:38;1.7;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:24:43;1.7;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:24:48;1.7;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:24:53;1.7;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:24:58;1.7;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:25:03;1.6;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:25:08;1.6;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:25:13;1.6;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:25:18;1.6;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:25:23;1.6;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:25:28;1.6;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:25:33;1.6;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:25:38;1.6;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:25:43;1.6;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:25:48;1.6;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:25:53;1.6;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:25:58;1.6;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:26:03;1.6;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:26:08;1.6;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:26:13;1.6;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:26:18;1.6;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:26:23;1.6;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:26:28;1.5;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 09:26:33;1.5;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 12:57:59;1.4;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 12:58:04;1.4;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 12:58:09;1.4;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 12:58:14;1.4;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 12:58:19;1.4;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 12:58:24;1.4;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 12:58:29;1.4;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 12:58:34;1.4;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 12:58:39;1.4;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 12:58:44;1.4;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 12:58:49;1.4;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 12:58:54;1.4;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 12:58:59;1.4;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 12:59:04;1.4;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 12:59:09;1.4;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 12:59:14;1.4;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 12:59:19;1.4;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 12:59:24;1.4;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 12:59:29;1.8;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 12:59:34;10.1;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 12:59:39;33.8;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 12:59:44;31.7;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 12:59:49;29.2;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 12:59:54;23.2;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 12:59:59;17.7;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 13:00:04;12.7;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 13:00:09;9.4;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 13:00:14;6.5;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 13:00:19;5.2;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 13:00:24;4.1;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 13:00:29;3.2;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 13:00:34;2.7;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 13:00:39;2.3;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 13:00:44;2.1;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 13:00:49;1.9;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 13:00:54;1.8;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 13:00:59;1.7;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 13:01:04;1.7;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 13:01:09;1.6;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 13:01:14;1.6;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 13:01:19;1.6;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 13:01:24;1.5;µS/cm;Cond;-0.1;°C;Temp;;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 13:01:29;1.5;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 13:01:34;1.5;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 13:01:39;1.5;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 13:01:44;1.5;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 13:01:49;1.5;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 13:01:54;1.5;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
Multi 3620 IDS; 22490970;4;11.08.2024 13:01:59;1.5;µS/cm;Cond;-0.1;°C;Temp;AR;;C = 0.475 1/cm   Tref25   nLF;TetraCon 925-P; 16201702;
